nombre_superheroe,chin,left_eyebrow,right_eyebrow,nose_bridge,nose_tip,left_eye,right_eye,top_lip,bottom_lip
black_widow,"[(-3, 49), (-2, 62), (1, 75), (6, 86), (14, 95), (25, 102), (37, 107), (50, 109), (61, 109), (69, 106), (73, 98), (77, 89), (80, 79), (83, 69), (85, 59), (84, 50), (82, 41)]","[(17, 34), (25, 30), (33, 28), (41, 29), (49, 31)]","[(63, 30), (67, 27), (73, 25), (77, 25), (81, 27)]","[(58, 39), (60, 46), (63, 52), (65, 58)]","[(54, 67), (58, 68), (63, 68), (66, 67), (68, 65)]","[(27, 43), (33, 40), (39, 39), (43, 42), (39, 44), (33, 44)]","[(65, 40), (69, 37), (74, 36), (77, 39), (75, 41), (70, 41)]","[(45, 85), (52, 80), (60, 76), (63, 77), (66, 75), (69, 77), (70, 82), (68, 82), (66, 80), (63, 81), (60, 81), (48, 85)]","[(70, 82), (69, 87), (66, 91), (63, 92), (59, 93), (52, 91), (45, 85), (48, 85), (59, 86), (63, 86), (66, 84), (68, 82)]"
black_widow,"[(-3, 32), (-2, 44), (0, 57), (4, 69), (11, 78), (22, 85), (34, 88), (47, 90), (58, 90), (66, 88), (71, 83), (75, 75), (78, 66), (81, 56), (83, 47), (84, 38), (82, 28)]","[(16, 17), (23, 13), (31, 12), (39, 13), (47, 16)]","[(61, 17), (66, 14), (71, 12), (77, 12), (82, 14)]","[(56, 25), (57, 31), (59, 38), (61, 44)]","[(50, 52), (55, 53), (59, 53), (62, 52), (65, 51)]","[(25, 26), (31, 24), (36, 23), (40, 27), (36, 28), (30, 28)]","[(63, 27), (68, 23), (73, 23), (76, 26), (73, 28), (68, 28)]","[(42, 70), (49, 64), (56, 61), (59, 61), (62, 60), (66, 63), (68, 67), (66, 67), (62, 65), (59, 66), (56, 66), (45, 70)]","[(68, 67), (66, 73), (63, 76), (60, 77), (56, 77), (49, 75), (42, 70), (45, 70), (56, 71), (59, 71), (63, 70), (66, 67)]"
black_widow,"[(7, 25), (7, 36), (7, 47), (8, 57), (11, 67), (15, 77), (22, 84), (30, 88), (41, 90), (52, 89), (63, 87), (73, 82), (81, 75), (86, 65), (89, 54), (91, 44), (93, 32)]","[(12, 12), (18, 8), (25, 6), (33, 8), (40, 12)]","[(54, 13), (62, 10), (71, 9), (79, 12), (84, 18)]","[(46, 20), (45, 26), (44, 32), (43, 39)]","[(35, 45), (39, 47), (42, 48), (47, 47), (51, 47)]","[(20, 21), (25, 19), (30, 20), (35, 22), (29, 23), (24, 23)]","[(58, 24), (64, 22), (69, 23), (74, 25), (69, 26), (64, 25)]","[(28, 63), (33, 57), (39, 55), (42, 56), (46, 55), (52, 59), (58, 65), (55, 64), (46, 60), (42, 60), (38, 60), (31, 63)]","[(58, 65), (52, 69), (46, 71), (41, 71), (37, 71), (32, 68), (28, 63), (31, 63), (38, 64), (42, 65), (46, 65), (55, 64)]"
black_widow,"[(20, 24), (18, 34), (18, 43), (18, 53), (19, 63), (22, 73), (25, 82), (30, 88), (37, 89), (48, 90), (60, 89), (72, 87), (83, 82), (89, 73), (92, 62), (94, 51), (96, 39)]","[(23, 13), (27, 10), (32, 10), (38, 12), (43, 16)]","[(56, 16), (64, 14), (72, 14), (80, 17), (86, 22)]","[(47, 24), (44, 29), (42, 35), (39, 41)]","[(35, 49), (37, 50), (40, 51), (45, 51), (49, 51)]","[(26, 23), (30, 20), (35, 21), (40, 25), (34, 26), (29, 25)]","[(61, 28), (66, 24), (72, 25), (77, 29), (71, 30), (66, 29)]","[(28, 66), (31, 60), (36, 58), (40, 59), (44, 58), (51, 62), (58, 69), (55, 69), (44, 64), (40, 63), (36, 63), (31, 66)]","[(58, 69), (51, 75), (43, 77), (39, 77), (35, 76), (30, 72), (28, 66), (31, 66), (36, 69), (40, 70), (44, 70), (55, 69)]"
black_widow,"[(20, 25), (16, 33), (15, 42), (15, 52), (16, 61), (17, 71), (20, 80), (24, 87), (31, 89), (41, 90), (54, 89), (67, 88), (79, 83), (87, 75), (91, 64), (95, 53), (98, 42)]","[(21, 12), (24, 10), (29, 10), (34, 11), (38, 15)]","[(50, 16), (58, 14), (66, 14), (74, 18), (81, 23)]","[(40, 23), (37, 29), (34, 33), (30, 39)]","[(27, 47), (30, 48), (32, 50), (37, 50), (41, 50)]","[(24, 22), (27, 19), (31, 20), (35, 25), (31, 25), (26, 24)]","[(55, 27), (60, 24), (65, 25), (70, 29), (65, 29), (59, 29)]","[(23, 63), (25, 58), (29, 56), (32, 58), (36, 58), (43, 61), (50, 67), (47, 67), (36, 63), (32, 63), (29, 62), (25, 63)]","[(50, 67), (42, 70), (35, 71), (31, 71), (27, 70), (25, 67), (23, 63), (25, 63), (29, 64), (31, 65), (35, 65), (47, 67)]"
black_widow,"[(20, 25), (17, 33), (15, 42), (16, 51), (16, 61), (17, 71), (20, 80), (24, 87), (32, 89), (43, 90), (55, 89), (68, 87), (79, 82), (87, 74), (91, 63), (94, 52), (97, 40)]","[(21, 14), (24, 11), (29, 10), (34, 12), (38, 15)]","[(49, 16), (57, 14), (66, 14), (74, 17), (81, 22)]","[(40, 24), (37, 29), (34, 33), (30, 38)]","[(28, 47), (30, 48), (33, 49), (37, 50), (42, 50)]","[(24, 23), (27, 21), (31, 21), (35, 25), (31, 25), (26, 25)]","[(55, 27), (60, 24), (65, 25), (70, 29), (65, 29), (59, 29)]","[(24, 63), (26, 58), (30, 56), (32, 58), (36, 57), (44, 61), (52, 67), (48, 67), (36, 63), (32, 63), (29, 62), (26, 63)]","[(52, 67), (43, 70), (36, 72), (32, 71), (28, 70), (25, 68), (24, 63), (26, 63), (29, 64), (32, 65), (36, 65), (48, 67)]"
black_widow,"[(25, 27), (21, 36), (20, 45), (20, 54), (22, 64), (23, 73), (26, 81), (30, 87), (37, 89), (46, 89), (58, 89), (71, 89), (82, 86), (90, 78), (93, 67), (96, 56), (98, 44)]","[(26, 15), (29, 13), (33, 13), (37, 14), (41, 17)]","[(54, 18), (61, 15), (69, 16), (77, 19), (83, 23)]","[(44, 26), (41, 31), (38, 35), (35, 39)]","[(33, 50), (35, 51), (37, 51), (41, 52), (46, 52)]","[(28, 26), (31, 23), (35, 23), (39, 28), (34, 28), (30, 28)]","[(59, 29), (63, 25), (68, 26), (74, 30), (68, 31), (63, 31)]","[(28, 66), (31, 61), (34, 58), (37, 60), (40, 59), (47, 63), (55, 69), (52, 68), (40, 65), (37, 65), (34, 64), (31, 65)]","[(55, 69), (47, 72), (40, 73), (36, 73), (33, 72), (30, 70), (28, 66), (31, 65), (34, 66), (37, 67), (40, 67), (52, 68)]"
black_widow,"[(26, 27), (24, 35), (23, 44), (24, 52), (25, 62), (26, 72), (29, 80), (33, 87), (41, 89), (51, 90), (64, 89), (76, 87), (86, 81), (92, 72), (96, 62), (98, 51), (101, 39)]","[(27, 14), (30, 12), (35, 11), (40, 12), (44, 15)]","[(55, 15), (63, 13), (71, 13), (79, 16), (85, 21)]","[(46, 23), (44, 28), (41, 33), (38, 37)]","[(35, 46), (37, 47), (40, 48), (44, 48), (49, 48)]","[(30, 24), (33, 20), (38, 21), (42, 25), (37, 25), (33, 25)]","[(61, 27), (65, 23), (71, 24), (76, 27), (71, 28), (65, 28)]","[(31, 63), (33, 58), (37, 55), (40, 57), (43, 56), (50, 60), (58, 66), (55, 66), (43, 62), (40, 61), (37, 61), (34, 63)]","[(58, 66), (50, 69), (43, 70), (39, 70), (36, 69), (33, 67), (31, 63), (34, 63), (37, 63), (40, 64), (43, 64), (55, 66)]"
black_widow,"[(-2, 28), (-2, 39), (-1, 49), (2, 59), (8, 67), (16, 73), (26, 75), (36, 76), (45, 76), (51, 75), (56, 72), (60, 67), (63, 61), (64, 53), (66, 46), (66, 38), (65, 31)]","[(14, 15), (21, 12), (29, 12), (36, 13), (42, 17)]","[(52, 18), (56, 16), (60, 15), (64, 14), (67, 17)]","[(47, 25), (48, 30), (50, 36), (51, 41)]","[(42, 49), (45, 49), (48, 49), (50, 49), (53, 48)]","[(22, 25), (26, 23), (31, 22), (34, 26), (30, 27), (26, 27)]","[(52, 27), (56, 24), (60, 24), (62, 27), (60, 28), (56, 28)]","[(34, 63), (40, 60), (46, 57), (48, 58), (50, 57), (53, 60), (54, 63), (53, 63), (50, 62), (48, 62), (46, 62), (36, 63)]","[(54, 63), (52, 65), (50, 66), (48, 66), (45, 66), (40, 66), (34, 63), (36, 63), (46, 60), (48, 60), (50, 60), (53, 63)]"
black_widow,"[(-1, 31), (-1, 42), (-1, 52), (0, 63), (4, 72), (11, 80), (21, 86), (31, 89), (43, 90), (53, 88), (59, 85), (65, 79), (69, 72), (72, 63), (74, 54), (76, 47), (75, 38)]","[(15, 20), (22, 18), (29, 18), (37, 19), (43, 23)]","[(56, 24), (61, 21), (67, 21), (71, 21), (75, 23)]","[(49, 29), (49, 35), (49, 41), (50, 47)]","[(40, 54), (44, 55), (48, 56), (51, 55), (55, 54)]","[(21, 30), (27, 29), (32, 29), (36, 31), (32, 32), (26, 32)]","[(57, 32), (62, 30), (67, 31), (70, 33), (66, 34), (62, 33)]","[(31, 68), (39, 66), (45, 64), (48, 65), (52, 65), (56, 67), (59, 69), (57, 69), (51, 69), (48, 69), (44, 69), (34, 69)]","[(59, 69), (55, 71), (51, 72), (47, 72), (43, 72), (38, 71), (31, 68), (34, 69), (44, 66), (47, 67), (51, 67), (57, 69)]"
black_widow,"[(-3, 37), (-2, 48), (-1, 59), (2, 69), (8, 78), (17, 84), (28, 88), (40, 90), (50, 89), (59, 88), (64, 84), (68, 77), (70, 69), (72, 61), (74, 53), (75, 44), (73, 36)]","[(16, 23), (23, 20), (31, 19), (38, 21), (45, 24)]","[(57, 25), (62, 23), (66, 21), (71, 22), (75, 24)]","[(52, 32), (54, 37), (56, 43), (58, 48)]","[(47, 55), (51, 56), (55, 56), (58, 56), (60, 55)]","[(24, 32), (30, 29), (35, 29), (39, 33), (34, 33), (29, 33)]","[(58, 34), (62, 31), (67, 31), (70, 34), (67, 35), (63, 35)]","[(37, 69), (44, 65), (51, 63), (55, 64), (58, 63), (61, 66), (63, 70), (61, 70), (58, 68), (54, 68), (51, 68), (40, 69)]","[(63, 70), (61, 73), (57, 75), (54, 75), (50, 75), (44, 73), (37, 69), (40, 69), (50, 69), (54, 70), (57, 69), (61, 70)]"
black_widow,"[(-1, 26), (-1, 35), (-1, 45), (0, 54), (2, 63), (7, 70), (15, 74), (24, 76), (34, 76), (43, 75), (50, 74), (56, 70), (59, 64), (61, 56), (64, 49), (65, 41), (65, 34)]","[(9, 17), (15, 14), (22, 13), (29, 15), (35, 17)]","[(46, 18), (52, 16), (57, 15), (62, 15), (65, 18)]","[(40, 24), (40, 30), (40, 35), (39, 40)]","[(32, 46), (35, 47), (38, 48), (41, 47), (44, 47)]","[(16, 25), (20, 23), (25, 23), (29, 26), (25, 27), (20, 27)]","[(48, 26), (53, 23), (57, 24), (60, 27), (57, 28), (52, 27)]","[(24, 61), (30, 58), (35, 56), (38, 57), (40, 57), (44, 59), (48, 62), (45, 62), (40, 61), (37, 61), (35, 61), (27, 60)]","[(48, 62), (44, 63), (40, 63), (37, 63), (34, 63), (29, 62), (24, 61), (27, 60), (34, 58), (37, 58), (40, 58), (45, 62)]"
black_widow,"[(-2, 33), (-1, 44), (1, 54), (4, 64), (9, 72), (18, 79), (28, 83), (38, 87), (47, 87), (54, 85), (59, 80), (63, 73), (66, 66), (69, 58), (71, 49), (72, 41), (70, 32)]","[(15, 21), (21, 18), (28, 17), (35, 18), (42, 21)]","[(53, 22), (58, 19), (62, 18), (67, 19), (70, 21)]","[(49, 28), (50, 33), (52, 39), (53, 44)]","[(43, 51), (47, 52), (51, 52), (54, 52), (56, 51)]","[(22, 28), (27, 26), (32, 26), (36, 29), (32, 30), (27, 30)]","[(55, 30), (59, 27), (63, 27), (66, 30), (63, 31), (59, 31)]","[(34, 64), (41, 60), (47, 58), (51, 59), (54, 58), (58, 61), (60, 64), (58, 64), (53, 63), (50, 63), (47, 63), (36, 64)]","[(60, 64), (57, 68), (53, 70), (50, 70), (46, 70), (40, 68), (34, 64), (36, 64), (47, 64), (50, 65), (53, 64), (58, 64)]"
black_widow,"[(-2, 29), (-1, 38), (-1, 46), (-1, 55), (2, 63), (7, 69), (15, 74), (24, 75), (35, 75), (44, 75), (51, 73), (57, 68), (61, 62), (64, 56), (66, 49), (68, 42), (69, 34)]","[(9, 20), (15, 17), (22, 17), (28, 18), (34, 21)]","[(45, 20), (50, 18), (55, 18), (61, 18), (65, 21)]","[(39, 27), (39, 32), (39, 38), (39, 43)]","[(31, 49), (34, 49), (37, 50), (41, 49), (43, 49)]","[(14, 28), (19, 26), (24, 26), (28, 29), (24, 30), (19, 30)]","[(47, 29), (51, 27), (56, 27), (59, 29), (56, 30), (51, 30)]","[(25, 62), (30, 59), (35, 57), (38, 58), (40, 57), (44, 59), (48, 62), (46, 62), (40, 61), (37, 61), (35, 61), (27, 62)]","[(48, 62), (44, 65), (40, 65), (37, 66), (34, 66), (29, 65), (25, 62), (27, 62), (35, 61), (37, 61), (40, 61), (46, 62)]"
black_widow,"[(2, 24), (2, 33), (3, 43), (5, 52), (9, 60), (14, 67), (22, 72), (29, 75), (38, 76), (47, 75), (53, 72), (58, 67), (62, 61), (65, 54), (67, 46), (69, 39), (69, 31)]","[(12, 14), (18, 11), (24, 11), (30, 13), (36, 16)]","[(48, 17), (53, 15), (59, 14), (64, 15), (68, 18)]","[(42, 23), (42, 28), (42, 33), (42, 38)]","[(34, 43), (37, 44), (41, 45), (44, 45), (47, 44)]","[(18, 22), (23, 20), (27, 20), (31, 24), (27, 24), (22, 23)]","[(49, 25), (53, 22), (58, 23), (61, 25), (58, 26), (53, 26)]","[(26, 55), (32, 52), (37, 51), (41, 52), (44, 51), (48, 53), (52, 57), (50, 57), (44, 55), (40, 55), (37, 55), (29, 56)]","[(52, 57), (48, 61), (43, 62), (40, 62), (36, 62), (31, 60), (26, 55), (29, 56), (37, 57), (40, 57), (44, 57), (50, 57)]"
black_widow,"[(4, 24), (4, 33), (5, 41), (6, 50), (9, 58), (14, 65), (20, 70), (27, 74), (35, 75), (43, 75), (50, 73), (56, 68), (61, 62), (64, 56), (66, 48), (68, 41), (69, 33)]","[(13, 13), (19, 11), (25, 11), (30, 13), (35, 15)]","[(47, 17), (52, 15), (58, 15), (63, 16), (67, 20)]","[(40, 22), (40, 27), (40, 32), (39, 37)]","[(32, 42), (35, 43), (38, 44), (41, 44), (45, 43)]","[(19, 21), (23, 19), (27, 19), (31, 23), (26, 23), (22, 23)]","[(49, 25), (53, 22), (57, 23), (60, 26), (57, 27), (52, 27)]","[(25, 54), (30, 51), (35, 49), (38, 50), (41, 50), (45, 52), (49, 56), (47, 56), (41, 54), (38, 54), (34, 53), (27, 54)]","[(49, 56), (45, 59), (40, 60), (37, 60), (33, 60), (29, 58), (25, 54), (27, 54), (34, 55), (37, 56), (40, 56), (47, 56)]"
black_widow,"[(0, 17), (0, 25), (0, 33), (0, 41), (1, 49), (4, 56), (10, 60), (16, 62), (24, 62), (33, 62), (41, 62), (49, 60), (54, 56), (58, 50), (60, 43), (62, 37), (64, 29)]","[(7, 8), (12, 6), (18, 6), (23, 8), (27, 12)]","[(39, 13), (44, 12), (49, 12), (54, 13), (58, 16)]","[(32, 18), (31, 23), (30, 27), (29, 32)]","[(23, 36), (26, 37), (28, 38), (31, 38), (34, 38)]","[(12, 17), (16, 15), (20, 15), (23, 19), (19, 19), (15, 18)]","[(40, 21), (44, 18), (48, 19), (51, 22), (48, 23), (44, 22)]","[(17, 48), (21, 45), (26, 44), (28, 45), (31, 45), (35, 47), (39, 51), (37, 50), (30, 48), (28, 48), (25, 48), (19, 48)]","[(39, 51), (34, 52), (30, 53), (27, 53), (24, 53), (20, 51), (17, 48), (19, 48), (25, 49), (27, 49), (30, 49), (37, 50)]"
black_widow,"[(2, 18), (1, 26), (1, 34), (1, 42), (3, 49), (6, 55), (11, 59), (17, 61), (25, 62), (33, 62), (40, 62), (48, 61), (53, 57), (57, 52), (60, 45), (62, 39), (63, 32)]","[(9, 9), (15, 7), (20, 7), (26, 9), (30, 12)]","[(41, 14), (46, 13), (52, 13), (57, 15), (60, 19)]","[(34, 19), (34, 24), (33, 28), (32, 33)]","[(26, 37), (28, 38), (31, 39), (33, 39), (36, 39)]","[(14, 17), (18, 15), (22, 16), (25, 19), (21, 19), (17, 18)]","[(43, 22), (46, 20), (51, 21), (54, 24), (50, 25), (46, 24)]","[(18, 48), (22, 45), (27, 44), (30, 45), (33, 45), (36, 48), (39, 51), (38, 51), (32, 49), (29, 48), (26, 48), (20, 48)]","[(39, 51), (35, 53), (31, 53), (28, 53), (25, 53), (21, 51), (18, 48), (20, 48), (26, 49), (29, 49), (32, 49), (38, 51)]"
black_widow,"[(1, 19), (0, 26), (0, 34), (-1, 42), (0, 49), (2, 55), (7, 59), (13, 61), (21, 62), (29, 62), (38, 62), (46, 61), (52, 57), (55, 52), (58, 46), (60, 40), (63, 34)]","[(7, 10), (12, 7), (17, 7), (22, 9), (27, 12)]","[(37, 14), (43, 13), (49, 13), (54, 16), (57, 20)]","[(30, 18), (29, 23), (28, 27), (26, 31)]","[(21, 35), (23, 36), (25, 37), (28, 37), (31, 37)]","[(11, 17), (15, 15), (19, 16), (22, 19), (18, 19), (14, 18)]","[(39, 22), (43, 20), (47, 21), (50, 24), (46, 24), (42, 24)]","[(13, 47), (18, 43), (22, 42), (24, 43), (28, 43), (32, 46), (35, 50), (33, 50), (27, 47), (24, 46), (21, 46), (15, 46)]","[(35, 50), (31, 52), (26, 52), (23, 51), (20, 51), (16, 49), (13, 47), (15, 46), (21, 47), (24, 48), (27, 48), (33, 50)]"
black_widow,"[(5, 20), (5, 27), (5, 34), (5, 42), (6, 49), (9, 55), (14, 59), (20, 61), (28, 62), (36, 62), (44, 62), (52, 61), (57, 57), (61, 51), (62, 43), (63, 36), (64, 29)]","[(11, 7), (16, 4), (21, 4), (26, 5), (30, 8)]","[(40, 9), (45, 7), (51, 7), (56, 9), (60, 13)]","[(34, 14), (33, 17), (32, 20), (31, 23)]","[(26, 30), (28, 31), (31, 32), (33, 32), (36, 32)]","[(15, 15), (19, 12), (23, 13), (26, 16), (22, 16), (18, 16)]","[(42, 17), (46, 15), (50, 16), (54, 19), (50, 19), (46, 19)]","[(19, 43), (23, 39), (27, 37), (30, 37), (33, 37), (37, 40), (42, 45), (39, 45), (33, 42), (30, 41), (27, 41), (21, 43)]","[(42, 45), (37, 47), (32, 47), (29, 47), (26, 47), (22, 45), (19, 43), (21, 43), (27, 43), (30, 43), (32, 43), (39, 45)]"
black_widow,"[(1, 17), (0, 25), (0, 32), (0, 40), (1, 47), (4, 53), (9, 58), (15, 61), (23, 62), (32, 62), (41, 61), (48, 60), (54, 55), (57, 49), (60, 42), (61, 35), (63, 28)]","[(7, 6), (11, 3), (16, 2), (21, 4), (25, 6)]","[(35, 7), (41, 6), (47, 6), (52, 8), (56, 12)]","[(29, 12), (28, 16), (27, 19), (26, 23)]","[(21, 29), (23, 30), (25, 31), (29, 31), (32, 31)]","[(11, 13), (14, 11), (18, 11), (21, 14), (17, 14), (14, 14)]","[(38, 16), (42, 14), (46, 15), (49, 18), (46, 18), (42, 17)]","[(14, 42), (18, 37), (22, 36), (25, 36), (28, 36), (33, 39), (37, 44), (35, 44), (28, 41), (25, 40), (22, 40), (16, 41)]","[(37, 44), (32, 46), (28, 46), (24, 46), (21, 46), (17, 44), (14, 42), (16, 41), (22, 41), (25, 42), (28, 42), (35, 44)]"
black_widow,"[(1, 20), (0, 27), (0, 35), (0, 42), (0, 49), (3, 55), (8, 59), (14, 61), (22, 62), (30, 62), (39, 62), (47, 61), (53, 58), (57, 52), (59, 46), (61, 39), (63, 32)]","[(7, 9), (11, 7), (16, 6), (21, 7), (26, 10)]","[(35, 11), (41, 9), (47, 9), (52, 12), (56, 15)]","[(29, 16), (28, 19), (27, 23), (26, 26)]","[(20, 32), (22, 33), (25, 34), (28, 34), (31, 34)]","[(11, 16), (14, 14), (18, 14), (21, 17), (18, 17), (14, 17)]","[(38, 19), (42, 17), (46, 18), (49, 21), (45, 21), (42, 21)]","[(13, 44), (17, 40), (22, 39), (24, 40), (27, 40), (32, 43), (36, 47), (34, 47), (27, 44), (24, 43), (21, 43), (15, 44)]","[(36, 47), (31, 48), (26, 48), (23, 48), (20, 47), (16, 46), (13, 44), (15, 44), (21, 43), (24, 44), (27, 44), (34, 47)]"
black_widow,"[(5, 20), (4, 27), (4, 34), (4, 42), (6, 49), (9, 55), (13, 59), (20, 62), (27, 63), (36, 63), (44, 62), (52, 61), (58, 56), (61, 50), (62, 43), (63, 35), (64, 28)]","[(10, 8), (14, 4), (19, 3), (24, 3), (29, 6)]","[(38, 7), (44, 5), (50, 5), (55, 7), (60, 12)]","[(32, 12), (31, 15), (30, 18), (29, 21)]","[(24, 29), (26, 30), (29, 30), (32, 30), (35, 30)]","[(14, 14), (17, 11), (21, 11), (24, 14), (21, 14), (17, 14)]","[(41, 15), (45, 13), (49, 14), (53, 17), (49, 17), (45, 16)]","[(17, 42), (21, 37), (26, 34), (28, 35), (31, 35), (36, 38), (40, 44), (38, 43), (31, 40), (28, 39), (25, 39), (19, 41)]","[(40, 44), (35, 45), (31, 46), (28, 45), (25, 45), (21, 44), (17, 42), (19, 41), (25, 41), (28, 41), (31, 41), (38, 43)]"
black_widow,"[(4, 26), (3, 32), (3, 39), (4, 46), (5, 53), (9, 58), (14, 61), (21, 62), (28, 62), (37, 62), (45, 62), (53, 61), (59, 58), (62, 52), (63, 45), (64, 39), (65, 32)]","[(9, 12), (13, 10), (17, 8), (23, 8), (27, 10)]","[(38, 11), (43, 9), (49, 9), (55, 11), (59, 15)]","[(31, 16), (30, 19), (30, 22), (29, 25)]","[(24, 34), (27, 34), (29, 34), (31, 34), (34, 34)]","[(13, 20), (16, 18), (20, 17), (24, 20), (20, 20), (16, 20)]","[(41, 20), (45, 18), (49, 19), (52, 21), (49, 22), (45, 21)]","[(18, 47), (22, 42), (26, 39), (29, 40), (31, 40), (36, 43), (41, 48), (38, 47), (31, 44), (28, 44), (26, 44), (20, 46)]","[(41, 48), (36, 49), (31, 49), (28, 49), (25, 49), (22, 49), (18, 47), (20, 46), (26, 45), (28, 45), (31, 45), (38, 47)]"
black_widow,"[(1, 26), (0, 33), (0, 39), (1, 46), (2, 53), (5, 58), (11, 62), (18, 63), (27, 63), (36, 63), (45, 63), (53, 61), (58, 57), (61, 51), (62, 44), (62, 38), (63, 31)]","[(7, 14), (11, 10), (16, 9), (22, 9), (26, 12)]","[(36, 12), (42, 10), (48, 10), (53, 12), (58, 16)]","[(30, 18), (29, 21), (29, 25), (28, 28)]","[(23, 35), (26, 36), (28, 36), (31, 36), (34, 36)]","[(11, 20), (15, 18), (19, 18), (22, 21), (18, 21), (15, 21)]","[(40, 21), (44, 19), (48, 20), (51, 22), (48, 23), (44, 22)]","[(17, 48), (21, 44), (25, 41), (28, 42), (31, 42), (36, 44), (40, 49), (38, 48), (31, 46), (28, 46), (25, 46), (19, 48)]","[(40, 49), (35, 50), (31, 51), (27, 51), (24, 50), (21, 50), (17, 48), (19, 48), (25, 46), (28, 46), (31, 46), (38, 48)]"
black_widow,"[(-1, 28), (-1, 35), (0, 42), (0, 49), (3, 55), (7, 60), (14, 63), (22, 63), (31, 63), (40, 63), (48, 62), (56, 60), (60, 56), (62, 49), (63, 42), (63, 35), (63, 28)]","[(4, 15), (8, 11), (13, 9), (19, 10), (24, 12)]","[(35, 11), (41, 9), (47, 8), (53, 10), (58, 13)]","[(30, 18), (30, 22), (30, 26), (30, 29)]","[(25, 36), (27, 37), (30, 37), (33, 37), (36, 36)]","[(10, 22), (13, 20), (17, 20), (21, 22), (17, 22), (13, 23)]","[(40, 21), (44, 19), (48, 19), (52, 21), (48, 22), (44, 22)]","[(19, 50), (23, 45), (27, 42), (30, 43), (33, 43), (38, 45), (42, 50), (40, 49), (33, 47), (30, 47), (27, 47), (21, 49)]","[(42, 50), (38, 52), (34, 52), (30, 52), (27, 52), (23, 51), (19, 50), (21, 49), (27, 48), (30, 48), (33, 48), (40, 49)]"
black_widow,"[(5, 27), (6, 36), (7, 44), (9, 52), (12, 59), (17, 65), (24, 69), (32, 72), (40, 73), (49, 72), (56, 69), (63, 65), (67, 59), (70, 52), (71, 45), (72, 36), (73, 28)]","[(12, 14), (17, 10), (23, 9), (29, 10), (34, 13)]","[(46, 12), (51, 10), (58, 9), (63, 11), (68, 15)]","[(40, 19), (40, 23), (40, 27), (40, 32)]","[(34, 38), (37, 39), (40, 39), (44, 39), (47, 38)]","[(19, 22), (22, 20), (26, 20), (31, 22), (26, 22), (22, 23)]","[(50, 22), (54, 20), (58, 20), (62, 22), (58, 23), (54, 22)]","[(28, 51), (32, 46), (37, 44), (41, 45), (44, 44), (49, 47), (53, 51), (51, 51), (44, 48), (41, 49), (37, 48), (30, 51)]","[(53, 51), (49, 54), (44, 55), (41, 56), (37, 55), (32, 54), (28, 51), (30, 51), (37, 51), (41, 51), (44, 51), (51, 51)]"
black_widow,"[(1, 71), (4, 95), (7, 118), (11, 140), (20, 160), (36, 175), (58, 185), (84, 190), (109, 190), (132, 187), (150, 178), (165, 165), (174, 148), (177, 128), (178, 107), (179, 88), (179, 69)]","[(31, 60), (46, 50), (64, 44), (84, 43), (102, 48)]","[(125, 46), (139, 39), (155, 38), (170, 40), (180, 51)]","[(115, 63), (117, 77), (119, 90), (120, 105)]","[(94, 114), (105, 117), (116, 121), (125, 118), (133, 115)]","[(54, 70), (65, 65), (76, 64), (85, 69), (76, 71), (65, 71)]","[(133, 68), (143, 62), (154, 61), (162, 66), (154, 68), (144, 69)]","[(66, 142), (85, 139), (101, 137), (112, 139), (121, 137), (132, 139), (143, 142), (137, 143), (121, 142), (112, 143), (101, 142), (72, 143)]","[(143, 142), (132, 152), (121, 156), (111, 157), (99, 156), (83, 152), (66, 142), (72, 143), (100, 148), (111, 149), (121, 148), (137, 143)]"
black_widow,"[(-3, 35), (-2, 46), (-1, 57), (1, 67), (5, 76), (12, 84), (22, 89), (33, 91), (44, 90), (54, 90), (61, 87), (67, 81), (71, 74), (74, 65), (77, 56), (78, 48), (77, 39)]","[(8, 21), (15, 17), (23, 16), (32, 17), (39, 20)]","[(52, 20), (58, 17), (64, 16), (70, 17), (75, 20)]","[(46, 28), (46, 35), (47, 41), (48, 47)]","[(38, 55), (42, 56), (46, 57), (50, 56), (54, 55)]","[(15, 31), (21, 28), (26, 27), (32, 31), (27, 32), (21, 32)]","[(55, 31), (60, 27), (66, 28), (70, 31), (66, 32), (60, 32)]","[(30, 72), (37, 67), (43, 65), (47, 66), (50, 65), (56, 67), (60, 71), (57, 71), (50, 70), (47, 70), (43, 70), (33, 72)]","[(60, 71), (56, 75), (51, 77), (47, 77), (43, 77), (37, 76), (30, 72), (33, 72), (43, 71), (47, 71), (50, 71), (57, 71)]"
